Movie_Title,Storyline_Raw,Storyline_Processed
Twilight of the Warriors: Walled In,"Follows troubled youth Chan Lok-kwun as he accidentally enters the Walled City, discovers the order amidst its chaos, and learns important life lessons along the way.",follows troubled youth chan lok kwun accidentally enters walled city discovers order amidst chaos learns important life lessons along way
Daddy's Head,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,boy stepmother fear safety eerie creature resembling boy recently deceased father visits
U Are the Universe,"After Earth explodes, Ukrainian space trucker Andriy Melnyk becomes the last person in the universe until he receives a call from Catherine, a French woman on a distant space station. Despite the obstacles, Andriy decides to find her.",earth explodes ukrainian space trucker andriy melnyk becomes last person universe receives call catherine french woman distant space station despite obstacles andriy decides find
Uma Musume: Pretty Derby - Beginning of a New Era,"Uma Musume - they were born to run. Born with names from other worlds, sometimes with strange, sometimes with glorious histories, they inherit the souls of these names and run. Aiming only at the goal beyond our eyes.",uma musume born run born names worlds sometimes strange sometimes glorious histories inherit souls names run aiming goal beyond eyes
Griffin in Summer,"Fourteen-year-old Griffin Nafly is the most ambitious playwright of his generation. But once he meets handsome twenty-five-year-old handyman Brad, his life and play will never be the same.",fourteen year old griffin nafly ambitious playwright generation meets handsome twenty five year old handyman brad life play never
Bob Marley: One Love,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music.",story reggae icon bob marley overcame adversity journey behind revolutionary music
Sacramento,"An energetic and free-spirited young man convinces his long-time friend, who's settled into domestic life, to go on an impromptu road trip from Los Angeles to Sacramento.",energetic free spirited young man convinces long time friend settled domestic life go impromptu road trip los angeles sacramento
V/H/S/Beyond,"Six bloodcurdling tapes unleash horror in a sci-fi inspired hellscape, pushing the boundaries of fear and suspense.",six bloodcurdling tapes unleash horror sci fi inspired hellscape pushing boundaries fear suspense
Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark.",boy active imagination faces fears unforgettable journey night new friend giant smiling creature named dark
My Favourite Cake,"Seventy-year-old Mahin, solitary until now, chooses to revive her love life. A chance encounter becomes an unforgettable evening.",seventy year old mahin solitary chooses revive love life chance encounter becomes unforgettable evening
Irish Wish,"When the love of Maddie's life gets engaged to her best friend, she puts her feelings aside to be a bridesmaid at their wedding in Ireland.",love maddie life gets engaged best friend puts feelings aside bridesmaid wedding ireland
The Wailing,A group of young people inadvertently resurrect a seemingly invisible evil.,group young people inadvertently resurrect seemingly invisible evil
Lick,"Evelyn wakes up in Vegas married to rock star David after blacking out on her 21st birthday. Thrust into his fame, she questions if she can handle his lifestyle as they navigate if their marriage is real or a mistake.",evelyn wakes vegas married rock star david blacking st birthday thrust fame questions handle lifestyle navigate marriage real mistake
Woodwalkers,"Carag, a shapeshifting puma raised in the wild, joins Clearwater High, a school for Woodwalkers. With friends Holly (squirrel) and Brandon (bison), he navigates mysteries and dangers of the Woodwalker world.",carag shapeshifting puma raised wild joins clearwater high school woodwalkers friends holly squirrel brandon bison navigates mysteries dangers woodwalker world
Marmalade,"Baron teams up with his cellmate Otis to plan an escape, all while remembering how he fell for Marmalade and joined her in a risky bank robbery to support his sick mother and pursue a better future.",baron teams cellmate otis plan escape remembering fell marmalade joined risky bank robbery support sick mother pursue better future
Familiar Touch,"An octogenarian woman transitions to life in assisted living as she contends with her conflicting relationship to herself and her caregivers amidst her shifting memory, age identity, and desires.",octogenarian woman transitions life assisted living contends conflicting relationship caregivers amidst shifting memory age identity desires
Trigger Warning,"A special forces commando returns to her hometown after her father's sudden death, only to run afoul of a violent gang when she starts asking questions.",special forces commando returns hometown father sudden death run afoul violent gang starts asking questions
Your Monster,"After her life falls apart, a soft-spoken actress her voice again when she meets a terrifying, yet weirdly charming monster living in her closet.",life falls apart soft spoken actress voice meets terrifying yet weirdly charming monster living closet
Zero,"Two Americans end up in Dakar, Senegal with bombs strapped to their chests and ten hours to find out why.",two americans end dakar senegal bombs strapped chests ten hours find
Noise,A woman with a hearing impediment is haunted by sounds linking to her sister's disappearance and the presence of a malevolent spirit.,woman hearing impediment haunted sounds linking sister disappearance presence malevolent spirit
Bonjour Tristesse,Cécile's relaxing summer with her father in the south of France is upended by the arrival of the enigmatic Anne.,c cile relaxing summer father south france upended arrival enigmatic anne
The Cut,A retired boxer returns to the ring for one last shot at the title but only if he can make the weight. Holed up in a room in Las Vegas he embarks on an intensive and illegal weight cut program with an unscrupulous trainer.,retired boxer returns ring one last shot title make weight holed room las vegas embarks intensive illegal weight cut program unscrupulous trainer
Unsung Hero,A mother's faith stands against all odds and inspires her husband and children to hold onto theirs. Based on a remarkable true story.,mother faith stands odds inspires husband children hold onto based remarkable true story
The Greatest Hits,"A love story centering on the connection between music and memory and how they transport us, sometimes literally.",love story centering connection music memory transport us sometimes literally
Die Alone,Tells the story of a young man who has amnesia. He bands together with a rugged survivalist in a zombie-like outbreak to find his girlfriend.,tells story young man amnesia bands together rugged survivalist zombie like outbreak find girlfriend
The Bunker,"When mysterious alien ships appear in the sky, a scientist is sealed in an underground bunker and must create a bio-weapon to stop the unknown visitors, but paranoia and isolation cause her to question the true intention of her mission.",mysterious alien ships appear sky scientist sealed underground bunker must create bio weapon stop unknown visitors paranoia isolation cause question true intention mission
Long Gone Heroes,"A special forces soldier who has given up country, religion, and even hope, must return to the field of battle to track down his niece, a reporter, caught in the middle of an illegal private contracting operation that went dead wrong.",special forces soldier given country religion even hope must return field battle track niece reporter caught middle illegal private contracting operation went dead wrong
Witchboard,"A cursed Witchboard awakens dark forces, dragging a young couple into a deadly game of possession and deception",cursed witchboard awakens dark forces dragging young couple deadly game possession deception
Werewolves,"After a worldwide pandemic the previous year of people turning into werewolves after a super-moon event, two scientists try to stop the mutation from happening again as part of a team effort, but the experiment goes wildly awry.",worldwide pandemic previous year people turning werewolves super moon event two scientists try stop mutation happening part team effort experiment goes wildly awry
My Penguin Friend,"Inspired by a true story; an enchanting adventure about a lost penguin rescued from an oil spill, who transforms the life of a heartbroken fisherman. They soon become unlikely friends, so bonded that even the vast ocean cannot divide them.",inspired true story enchanting adventure lost penguin rescued oil spill transforms life heartbroken fisherman soon become unlikely friends bonded even vast ocean cannot divide
The End,"In a luxurious bunker, a family maintains their pre-apocalyptic routines 25 years after Earth's ecological disaster made the surface uninhabitable.",luxurious bunker family maintains pre apocalyptic routines years earth ecological disaster made surface uninhabitable
Fighter,A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.,reckless yet brilliant squadron leader team elite fighter pilots face mortal dangers inner demons unite deadly mission
Don't Tell Mom the Babysitter's Dead,Tanya's summer plans are canceled when her mom jets off for a last-minute retreat and the elderly babysitter who arrives at her door unexpectedly passes away.,tanya summer plans canceled mom jets last minute retreat elderly babysitter arrives door unexpectedly passes away
Armand,"Armand, a 6-year-old boy, is accused of crossing boundaries against his best friend at elementary school.",armand year old boy accused crossing boundaries best friend elementary school
The Goat Life,"An Indian man seeking work follows a job lead to Saudi Arabia, only to find himself forced to labor without pay as a goat herder in the remote desert.",indian man seeking work follows job lead saudi arabia find forced labor without pay goat herder remote desert
Drugstore June,"After the pharmacy in her small town is robbed, a girl who still lives at home with her parents takes matters into her own hands to solve the crime, while at the same time trying to get over her ex-boyfriend and become more of an adult.",pharmacy small town robbed girl still lives home parents takes matters hands solve crime time trying get ex boyfriend become adult
My Dead Friend Zoe,"Engaged in a mysterious relationship with her dead best friend from the Army, a female Afghanistan veteran comes head to head with her Vietnam vet grandfather at the family's ancestral lake house.",engaged mysterious relationship dead best friend army female afghanistan veteran comes head head vietnam vet grandfather family ancestral lake house
Pin/Ya,Two girls' deep childhood friendship evolves into romance as Pin and Aya explore their desires and discover feelings beyond friendship. They must decide whether to risk what they have for love.,two girls deep childhood friendship evolves romance pin aya explore desires discover feelings beyond friendship must decide whether risk love
Dead Mail,"An ominous help note finds its way to a 1980s post office, connecting a dead letter investigator to a kidnapped keyboard technician.",ominous help note finds way post office connecting dead letter investigator kidnapped keyboard technician
Watchmen: Chapter I,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself.",murder government sponsored superhero draws outlawed colleagues retirement mystery threatens upend personal lives world
Strangers,"A frustrated woman encounters a mysterious hitman. Their romance leads to vigilante killings of criminals. As she delves deeper, she questions her partner's true nature and their hidden motives.",frustrated woman encounters mysterious hitman romance leads vigilante killings criminals delves deeper questions partner true nature hidden motives
Love Me Dead,"Reclusive mortician Issac forms bond with waitress Cassi. After harrowing incident, they embark on a path of revenge, blurring lines between reality and fiction in this psychological thriller's tense narrative.",reclusive mortician issac forms bond waitress cassi harrowing incident embark path revenge blurring lines reality fiction psychological thriller tense narrative
The Trainer,"Follows Jack, a fitness expert living with his mother in Los Angeles, who takes a maniacal swing at fame and fortune pursuing his version of the American dream.",follows jack fitness expert living mother los angeles takes maniacal swing fame fortune pursuing version american dream
Empire of the Rabbits,A daring boy's journey against the cruel entanglements of deception and disabilities of the adult world.,daring boy journey cruel entanglements deception disabilities adult world
Viva Verdi!,"Oscar nominated for Best Song, VIVA VERDI is an intimate glimpse into lives of celebrated opera singers and musicians living our their 'third act' while mentoring music students at Casa Verdi Milan, built by Giuseppe Verdi in 1896.",oscar nominated best song viva verdi intimate glimpse lives celebrated opera singers musicians living third act mentoring music students casa verdi milan built giuseppe verdi
Out of My Mind,"Melody Brooks is navigating sixth grade as a nonverbal wheelchair user who has cerebral palsy. With the help of some assistive technology and her devoted allies, Melody shows that what she has to say is more important than how she says it.",melody brooks navigating sixth grade nonverbal wheelchair user cerebral palsy help assistive technology devoted allies melody shows say important says
Harvest,"Over seven hallucinatory days, a village with no name, in an undefined time and place, disappears.",seven hallucinatory days village name undefined time place disappears
Bonhoeffer: Pastor. Spy. Assassin.,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",world teeters brink annihilation dietrich bonhoeffer joins deadly plot assassinate hitler risking faith fate save millions jews genocide
Parallel,"Follows the journey of Vanessa, a grief-stricken woman who mysteriously finds herself navigating between parallel spaces.",follows journey vanessa grief stricken woman mysteriously finds navigating parallel spaces
Longing,A business mogul runs into his old small town girlfriend while she is visiting the big city only to find out that they had a child together that he was unaware of. Based on an award-winning foreign language film.,business mogul runs old small town girlfriend visiting big city find child together unaware based award winning foreign language film
Beating Hearts,"Local rebellious teenager Clotaire falls for his schoolmate Jackie, but gang violence leads him to a darker destructive path. After years apart, the star-crossed lovers discover that every path they've taken leads them back together.",local rebellious teenager clotaire falls schoolmate jackie gang violence leads darker destructive path years apart star crossed lovers discover every path taken leads back together
Hijack 1971,People fight to survive when a passenger plane is hijacked over Korean airspace in 1971.,people fight survive passenger plane hijacked korean airspace
On Becoming a Guinea Fowl,"On an empty road in the middle of the night, Shula stumbles across the body of her uncle. As funeral proceedings begin around them, she and her cousins bring to light the buried secrets of their middle-class Zambian family.",empty road middle night shula stumbles across body uncle funeral proceedings begin around cousins bring light buried secrets middle class zambian family
Soundtrack to a Coup d'Etat,Jazz and decolonization are entwined in this historical rollercoaster that rewrites the Cold War episode that led musicians Abbey Lincoln and Max Roach to crash the UN Security Council in protest against the murder of Patrice Lumumba.,jazz decolonization entwined historical rollercoaster rewrites cold war episode led musicians abbey lincoln max roach crash un security council protest murder patrice lumumba
The Thinking Game,"Chronicles visionary scientist Demis Hassabis' relentless pursuit to crack artificial general intelligence, a journey of extraordinary perseverance.",chronicles visionary scientist demis hassabis relentless pursuit crack artificial general intelligence journey extraordinary perseverance
Someone Like You,"After the tragic loss of his best friend, a grieving young architect launches a search for her secret twin sister.",tragic loss best friend grieving young architect launches search secret twin sister
Slingshot,"An astronaut struggles to maintain his grip on reality aboard a possibly fatally compromised mission to Saturn's moon, Titan.",astronaut struggles maintain grip reality aboard possibly fatally compromised mission saturn moon titan
Will & Harper,"In this intimate portrayal of friendship, transition and America, Will Ferrell and his close friend of thirty years decide to go on a cross-country road trip to explore a new chapter in their relationship.",intimate portrayal friendship transition america ferrell close friend thirty years decide go cross country road trip explore new chapter relationship
Lonely Planet,"At a retreat in Morocco, a woman meets a young man whose acquaintanceship evolves into an intoxicating, life-altering love affair.",retreat morocco woman meets young man whose acquaintanceship evolves intoxicating life altering love affair
The Weekend,"Gripping Nigerian thriller exploring in-law dynamics through unpredictable twists and turns, keeping viewers hooked until the riveting conclusion.",gripping nigerian thriller exploring law dynamics unpredictable twists turns keeping viewers hooked riveting conclusion
Winnie-the-Pooh: Blood and Honey 2,"Not wanting to live in the shadows any longer, Winnie-the-Pooh, Piglet, Owl, and Tigger take their fight to the town of Ashdown, leaving a bloody trail of death and mayhem in their wake.",wanting live shadows longer winnie pooh piglet owl tigger take fight town ashdown leaving bloody trail death mayhem wake
Diane Warren: Relentless,"The untold story of a legendary songwriter. Featuring Cher, Common, Jennifer Hudson, Gloria Estefan, Kesha, LeAnn Rimes, and more.",untold story legendary songwriter featuring cher common jennifer hudson gloria estefan kesha leann rimes
My Undesirable Friends: Part I - Last Air in Moscow,"Julia Loktev documents independent journalists in Moscow facing government crackdown as Russia invades Ukraine, capturing their fight for speech amid risks of being branded ""foreign agents"" and the country's drift towards authoritarianism.",julia loktev documents independent journalists moscow facing government crackdown russia invades ukraine capturing fight speech amid risks branded foreign agents country drift towards authoritarianism
Touch,"A romantic and thrilling story that spans several decades and continents; Touch follows one man's emotional journey to find his first love who disappeared 50 years ago, before his time runs out.",romantic thrilling story spans several decades continents touch follows one man emotional journey find first love disappeared years ago time runs
Watchmen: Chapter II,"In an alternate 1985 America, a group of retired superheroes investigate a conspiracy after one of their own is murdered.",alternate america group retired superheroes investigate conspiracy one murdered
Aavesham,Three teenagers reach Bangalore for their engineering degree and gets involved in a fight with seniors. They find a local gangster named Ranga to help them take revenge.,three teenagers reach bangalore engineering degree gets involved fight seniors find local gangster named ranga help take revenge
Lowlifes,The survival instincts of a road-tripping family are put to the test when they have no other choice but to stay the night at a remote homestead.,survival instincts road tripping family put test choice stay night remote homestead
Mother of the Bride,Lana's daughter Emma returns from London and announces that she's getting married next month. Things become more complicated when Lana learns that the man who stole Emma's heart is the son of the man who broke hers years ago.,lana daughter emma returns london announces getting married next month things become complicated lana learns man stole emma heart son man broke years ago
The American Society of Magical Negroes,A young man is recruited into a secret society of magical black people who dedicate their lives to a cause of utmost importance: making white people's lives easier.,young man recruited secret society magical black people dedicate lives cause utmost importance making white people lives easier
Rich Flu,Explores how far people would go to save themselves when the wealth that made the world go round then becomes its most dangerous commodity after a strange disease threatens to kill anyone with any sort of fortune.,explores far people would go save wealth made world go round becomes dangerous commodity strange disease threatens kill anyone sort fortune
Odd Fish,"When two childhood friends get an unexpected opportunity to keep their fish restaurant open all year round, one of them comes out of the closet as a trans woman, putting a strain on their friendship and they see their lives in a new light.",two childhood friends get unexpected opportunity keep fish restaurant open year round one comes closet trans woman putting strain friendship see lives new light
Happyend,"In near-future Tokyo, the threat of a catastrophic quake looms. Two friends prank their principal before graduation, leading to school surveillance installation.",near future tokyo threat catastrophic quake looms two friends prank principal graduation leading school surveillance installation
The Radleys,"A seemingly ordinary family actually has a dark secret: they are vampires. They choose not to drink blood despite their natural cravings, but their truth is revealed one day.",seemingly ordinary family actually dark secret vampires choose drink blood despite natural cravings truth revealed one day
Sex,Follows two colleagues who in different ways struggle with the same issues about their sexuality.,follows two colleagues different ways struggle issues sexuality
Chime,A school teacher is woken by a sound that fills him with dread.,school teacher woken sound fills dread
The Last Sacrifice,"Interrogating true crime's cultural impact, from murderous origins to modern revival. Exposing British society's prejudices and dark underbelly.",interrogating true crime cultural impact murderous origins modern revival exposing british society prejudices dark underbelly
Ick,"Science teacher Hank's life changes when he reconnects with his first love and suspects a new student is his daughter, all while facing an alien threat in their town.",science teacher hank life changes reconnects first love suspects new student daughter facing alien threat town
Monster Island,"Set in the Pacific, 1942. A Japanese soldier and a British prisoner of war are stranded on a deserted island, hunted by a deadly creature. Two mortal enemies must come together to survive the unknown.",set pacific japanese soldier british prisoner war stranded deserted island hunted deadly creature two mortal enemies must come together survive unknown
Breathe,"An East Flatbush mother and daughter, barely surviving in an oxygen-less world, must band together to protect each other when intruders arrive claiming to know their missing father.",east flatbush mother daughter barely surviving oxygen less world must band together protect intruders arrive claiming know missing father
18×2 Beyond Youthful Days,"Jimmy grows close to Ami, a Japanese backpacker, during one summer, then she leaves suddenly. Years later, a postcard draws him to Japan to face his first love and reflect on who he has become.",jimmy grows close ami japanese backpacker one summer leaves suddenly years later postcard draws japan face first love reflect become
The Family Star,"The highs and lows of family relationships in a Indian middle-class family. The life of Govardhan, who wants to achieve greatness in life but has to navigate through a myriad of relationship/trust/ego issues.",highs lows family relationships indian middle class family life govardhan wants achieve greatness life navigate myriad relationship trust ego issues
The Marching Band,"Acclaimed conductor Thibaut has leukemia and needs a bone marrow donor. Learning he was adopted, he finds an older brother, a musician and factory worker. Their reunion sparks a fraternal, musical journey amidst the town's factory closure.",acclaimed conductor thibaut leukemia needs bone marrow donor learning adopted finds older brother musician factory worker reunion sparks fraternal musical journey amidst town factory closure
Eephus,"Grown men's recreational baseball game stretches to extra innings on their beloved field's final day before demolition. Humor and nostalgia intertwine as daylight fades, signaling an era's end.",grown men recreational baseball game stretches extra innings beloved field final day demolition humor nostalgia intertwine daylight fades signaling era end
The Fix,"In a future with toxic air, a model takes a drug causing a transformation. She tries reversing it but learns her mutations could save humanity.",future toxic air model takes drug causing transformation tries reversing learns mutations could save humanity
Millers in Marriage,"A tale of three middle-aged married couples coming to grips with universal questions about marriage and fidelity, professional success and failure, and the challenge of finding a second act.",tale three middle aged married couples coming grips universal questions marriage fidelity professional success failure challenge finding second act
Sumala,"Sumala, a name that is feared by people in a village in Semarang Regency from the past until now. No one dares to go out when night falls because Sumala will come to kill.",sumala name feared people village semarang regency past one dares go night falls sumala come kill
Manjummel Boys,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back.",group friends get daring rescue mission save friend guna caves perilously deep pit nobody ever brought back
Santosh,"Newly widowed Santosh inherits her husband's job as a police constable in the rural badlands of Northern India. When a girl's body is found, she's pulled into the investigation under the wing of charismatic feminist inspector Sharma.",newly widowed santosh inherits husband job police constable rural badlands northern india girl body found pulled investigation wing charismatic feminist inspector sharma
Black Box Diaries,"Journalist Shiori Ito investigates her own sexual assault, seeking to prosecute the high-profile offender. Her quest becomes a landmark case, exposing Japan's outdated judicial and societal systems.",journalist shiori ito investigates sexual assault seeking prosecute high profile offender quest becomes landmark case exposing japan outdated judicial societal systems
Babes,"Lifelong friends Eden and Dawn, one single and wanting a baby, the other already a mother, navigate challenges to their bond when Eden pursues pregnancy alone after a one-night stand.",lifelong friends eden dawn one single wanting baby already mother navigate challenges bond eden pursues pregnancy alone one night stand
The Devil's Bath,"Austria in the 18th century. Forests surround villages. Killing a baby gets a woman sentenced to death. Agnes readies for married life with her beloved. But her mind and heart grow heavy. A gloomy path alone, evil thoughts arising.",austria th century forests surround villages killing baby gets woman sentenced death agnes readies married life beloved mind heart grow heavy gloomy path alone evil thoughts arising
The Wasp,"Follows Heather and Carla, who meet after having not spoken in years. Heather is about to present a very unexpected proposition that could change their lives forever.",follows heather carla meet spoken years heather present unexpected proposition could change lives forever
Stree 2: Sarkate Ka Aatank,"After the events of Stree, the town of Chanderi is being haunted again. This time, women are mysteriously abducted by a terrifying headless entity. Once again, it's up to Vicky and his friends to save their town and loved ones.",events stree town chanderi haunted time women mysteriously abducted terrifying headless entity vicky friends save town loved ones
The Remarkable Life of Ibelin,"Mats Steen, a Norwegian gamer, died of a degenerative muscular disease at the age of 25. His parents mourned what they thought had been a lonely and isolated life, when they started receiving messages from online friends around the world.",mats steen norwegian gamer died degenerative muscular disease age parents mourned thought lonely isolated life started receiving messages online friends around world
Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.,late one night woman drives stranded motorist later revealed murdered series terrifying events woman believes killer next victim
Dreams,"Johanne documents her intense crush on her french teacher. Her mother, grandmother end up reading these intimate writings. They're both horrified by the contents but taken by the powerful writing and story. Johanne navigates romantic ideals vs reality, exploring emotions of self-discovery, love, sexuality.",johanne documents intense crush french teacher mother grandmother end reading intimate writings horrified contents taken powerful writing story johanne navigates romantic ideals vs reality exploring emotions self discovery love sexuality
Cabrini,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare for hundreds of orphaned children.",witnessing disease poverty slums new york italian immigrant francesca cabrini embarks daring journey persuade hostile mayor provide housing healthcare hundreds orphaned children
La Cocina,"In the heart of a bustling Times Square kitchen, dreams and desperation collide as the staff each chase the elusive American dream.",heart bustling times square kitchen dreams desperation collide staff chase elusive american dream
She's Obsessed with My Husband,"A woman moves in next door to her ex high school boyfriend, he's now married, and she schemes to end his marriage so she can become his wife instead.",woman moves next door ex high school boyfriend married schemes end marriage become wife instead
Tyler Perry's Divorce in the Black,Ava's husband Dallas leaves her heartbroken as he abandons their marriage.,ava husband dallas leaves heartbroken abandons marriage
Macbeth,"Macbeth encounters witches who foretell his kingship. Lady Macbeth hatches a plot to seize the throne. Guilt and paranoia consume them as rebellion and Lady Macbeth's spiral lead to their downfall, prophecies' sinister unraveling.",macbeth encounters witches foretell kingship lady macbeth hatches plot seize throne guilt paranoia consume rebellion lady macbeth spiral lead downfall prophecies sinister unraveling
Sooryavansham,"Follows Morris, who must coach a misfit softball team of his fellow housemates during his mandatory stay at Sweet Dreams sober living in order to get his life back on track.",follows morris must coach misfit softball team fellow housemates mandatory stay sweet dreams sober living order get life back track
Sweet Dreams,"A real #vanlife couple were on an adventure to renovate an abandoned farm in middle-of-nowhere Mississippi. Cameras blazing, they chronicled their project on social media. But the farm was full of disturbing surprises, especially at night.",real vanlife couple adventure renovate abandoned farm middle nowhere mississippi cameras blazing chronicled project social media farm full disturbing surprises especially night
#MissingCouple,"Marlon Brando pulls idealistic Los Angeles architect Bernard Judge from his ordinary life and persuades him to design the world's first ecologically perfect retreat on a tiny, inhospitable Tahitian island.",marlon brando pulls idealistic los angeles architect bernard judge ordinary life persuades design world first ecologically perfect retreat tiny inhospitable tahitian island
Waltzing with Brando,"At experimental sleep clinic, Somnium, dreams are made real. Side effects may include: hallucinations, confusion, paranoia, sleep paralysis, detachment from reality, lost sense of self, permanent nightmares.",experimental sleep clinic somnium dreams made real side effects may include hallucinations confusion paranoia sleep paralysis detachment reality lost sense self permanent nightmares
Somnium,"After seeing a government official commit murder in Iran, retired dance instructor Tarlan faces a choice: stay quiet under political pressure or risk everything to expose the truth.",seeing government official commit murder iran retired dance instructor tarlan faces choice stay quiet political pressure risk everything expose truth
The Witness,"In 1996, the Menendez brothers faced trial for killing their parents, a case that captivated America. Years later, they share their side through interviews with those involved, offering a fresh take on the events.",menendez brothers faced trial killing parents case captivated america years later share side interviews involved offering fresh take events
The Menendez Brothers,A couple celebrates their son's birthday in the middle of the ocean on their boat. A violent storm hits and it brings up hungry creatures from the depths and they fight for their survival.,couple celebrates son birthday middle ocean boat violent storm hits brings hungry creatures depths fight survival
Survive,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother.",tells story newly pregnant couple forced take ailing estranged stepmother
The Front Room,"Misunderstood as more than friends, roommates Jae-hee and Heung-soo navigate the complexities of modern romance in Seoul's big city.",misunderstood friends roommates jae hee heung soo navigate complexities modern romance seoul big city
Love in the Big City,"A new wife Rita, who finds herself alone when husband Ariel works abroad. They both find sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",new wife rita finds alone husband ariel works abroad find sexual satisfaction people ariel comes back act like nothing happened keep marriage falling apart
Rita,"In 1930s Oklahoma amid the region's horrific dust storms, a woman is convinced that a sinister presence is threatening her family.",oklahoma amid region horrific dust storms woman convinced sinister presence threatening family
Hold Your Breath,"Released from jail, Lang returns to his hometown in Northwest China. As part of a dog patrol tasked with clearing stray dogs before the 2008 Olympics, he bonds with a black stray. The two lonely souls embark on a new journey together.",released jail lang returns hometown northwest china part dog patrol tasked clearing stray dogs olympics bonds black stray two lonely souls embark new journey together
Black Dog,"In an apocalyptic rural landscape, roadkill collector Edgar Wilson plans an escape with his girlfriend Nete, but suffers violent dreams. After Nete joins a cult, Edgar embarks on a perilous journey through ravaged roads to do right by her.",apocalyptic rural landscape roadkill collector edgar wilson plans escape girlfriend nete suffers violent dreams nete joins cult edgar embarks perilous journey ravaged roads right
Bury Your Dead,"After spending the night in a remote hotel, Mr. K is stuck in a claustrophobic nightmare when he discovers that he can't leave the building.",spending night remote hotel mr k stuck claustrophobic nightmare discovers leave building
Mr. K,Follows a passionate historian who travels the world to find and preserve letters written during times of war.,follows passionate historian travels world find preserve letters written times war
Behind the Lines,Four freshmen navigate the terrors of adolescence at their first-ever high school party.,four freshmen navigate terrors adolescence first ever high school party
Incoming,"With only a year left to live, 17-year-old Akito finds new meaning in life by bringing joy to a terminally ill girl who has just six months remaining.",year left live year old akito finds new meaning life bringing joy terminally ill girl six months remaining
Drawing Closer,The Pike family is selected to test a new home device: a digital assistant called AIA. AIA learns the family's behaviors and begins to anticipate their needs. And she can make sure nothing - and no one - gets in her family's way.,pike family selected test new home device digital assistant called aia aia learns family behaviors begins anticipate needs make sure nothing one gets family way
Afraid,"A sports writer unused to relationships falls for a fling, leading her to reconsider playing the field in favor of commitment.",sports writer unused relationships falls fling leading reconsider playing field favor commitment
Players,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him.",codename year old assassin suspended due sloppy mission japan meets year old monji loses mother sets rescue
The Shadow Strays,The journey of three childhood friends who embark on a trip to Goa that goes completely off-track.,journey three childhood friends embark trip goa goes completely track
Madgaon Express,An investigation into abuse and missing children at an Indian residential school sparks a reckoning on the nearby Sugarcane Reserve.,investigation abuse missing children indian residential school sparks reckoning nearby sugarcane reserve
Sugarcane,"Under the control of a pill that eradicates human emotion, a young couple skip doses and discover new feelings, but realize that comes with emotional baggage to deal with.",control pill eradicates human emotion young couple skip doses discover new feelings realize comes emotional baggage deal
Turn Me On,"A Psychological Thriller about a state park ranger husband and his wife struggling to come to terms with their missing teenage son while dealing with a local mystery that questions their relationship and in the end, their grip on reality.",psychological thriller state park ranger husband wife struggling come terms missing teenage son dealing local mystery questions relationship end grip reality
Outbreak,"Aware that the future does not hold many options for her in a riverside community on Marajó Island, a 13-year-old girl decides to confront the violent machinery that governs her family and the women in her community.",aware future hold many options riverside community maraj island year old girl decides confront violent machinery governs family women community
Manas,"Yoshii, a young man who resells goods online, finds himself at the center of a series of mysterious events that put his life at risk.",yoshii young man resells goods online finds center series mysterious events put life risk
Cloud,"A returning war veteran, stricken with PTSD, unwittingly gets trapped with his teenage sister on Boston's Tobin Memorial Bridge as a heavily weaponized group of ex-military revolutionists take everyone hostage.",returning war veteran stricken ptsd unwittingly gets trapped teenage sister boston tobin memorial bridge heavily weaponized group ex military revolutionists take everyone hostage
Aftermath,Follows two Neapolitan kids as they journey to New York to escape Italy's early postwar poverty.,follows two neapolitan kids journey new york escape italy early postwar poverty
Naples to New York,A surprise birthday prank takes a turn for the worse when a popular social media duo must face the reality of the terrifying aftermath.,surprise birthday prank takes turn worse popular social media duo must face reality terrifying aftermath
Milk & Serial,"Andy Goodrich's life is upended when his wife enters a rehab program, leaving him on his own with their young kids. Goodrich leans on Grace, his daughter from his first marriage, as he ultimately evolves into the father she never had.",andy goodrich life upended wife enters rehab program leaving young kids goodrich leans grace daughter first marriage ultimately evolves father never
